Government Information Quarterly,/sourceid/14735?origin=resultslist,Government Information Quarterly,2017,5.8200
Government Information Quarterly,/sourceid/14735?origin=resultslist,Government Information Quarterly,2016,5.8100
Government Information Quarterly,/sourceid/14735?origin=resultslist,Government Information Quarterly,2015,5.5900
Government Information Quarterly,/sourceid/14735?origin=resultslist,Government Information Quarterly,2014,4.0300
Government Information Quarterly,/sourceid/14735?origin=resultslist,Government Information Quarterly,2013,3.9000
Government Information Quarterly,/sourceid/14735?origin=resultslist,Government Information Quarterly,2012,3.3000
Government Information Quarterly,/sourceid/14735?origin=resultslist,Government Information Quarterly,2011,3.4900
international conference on principles of distributed systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2017,0.9000
international conference on principles of distributed systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2016,0.6700
international conference on principles of distributed systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2015,0.3700
international conference on principles of distributed systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2014,0.4200
international conference on principles of distributed systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2013,0.4900
international conference on principles of distributed systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2012,0.4900
international conference on principles of distributed systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2011,0.4900
Information Sciences,/sourceid/15134?origin=resultslist,Information Sciences,2017,5.2500
Information Sciences,/sourceid/15134?origin=resultslist,Information Sciences,2016,5.3700
Information Sciences,/sourceid/15134?origin=resultslist,Information Sciences,2015,4.4600
Information Sciences,/sourceid/15134?origin=resultslist,Information Sciences,2014,5.4700
Information Sciences,/sourceid/15134?origin=resultslist,Information Sciences,2013,5.4600
Information Sciences,/sourceid/15134?origin=resultslist,Information Sciences,2012,4.9400
Information Sciences,/sourceid/15134?origin=resultslist,Information Sciences,2011,4.5600
international conference on intelligent computing,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2017,0.9000
international conference on intelligent computing,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2016,0.6700
international conference on intelligent computing,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2015,0.3700
international conference on intelligent computing,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2014,0.4200
international conference on intelligent computing,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2013,0.4900
international conference on intelligent computing,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2012,0.4900
international conference on intelligent computing,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2011,0.4900
conference on information and knowledge management,/sourceid/55826?origin=resultslist,International Conference on Information and Knowledge Management Proceedings,2016,1.7300
conference on information and knowledge management,/sourceid/55826?origin=resultslist,International Conference on Information and Knowledge Management Proceedings,2015,1.0200
conference on information and knowledge management,/sourceid/55826?origin=resultslist,International Conference on Information and Knowledge Management Proceedings,2014,0.6600
conference on information and knowledge management,/sourceid/55826?origin=resultslist,International Conference on Information and Knowledge Management Proceedings,2013,0.9200
conference on information and knowledge management,/sourceid/55826?origin=resultslist,International Conference on Information and Knowledge Management Proceedings,2012,0.8700
conference on information and knowledge management,/sourceid/55826?origin=resultslist,International Conference on Information and Knowledge Management Proceedings,2011,0.8400
Knowledge and Information Systems,/sourceid/15703?origin=resultslist,Knowledge and Information Systems,2017,2.6000
Knowledge and Information Systems,/sourceid/15703?origin=resultslist,Knowledge and Information Systems,2016,2.3600
Knowledge and Information Systems,/sourceid/15703?origin=resultslist,Knowledge and Information Systems,2015,1.8900
Knowledge and Information Systems,/sourceid/15703?origin=resultslist,Knowledge and Information Systems,2014,2.7700
Knowledge and Information Systems,/sourceid/15703?origin=resultslist,Knowledge and Information Systems,2013,3.2200
Knowledge and Information Systems,/sourceid/15703?origin=resultslist,Knowledge and Information Systems,2012,2.5000
Knowledge and Information Systems,/sourceid/15703?origin=resultslist,Knowledge and Information Systems,2011,3.2000
Neurocomputing,/sourceid/24807?origin=resultslist,Neurocomputing,2017,3.7400
Neurocomputing,/sourceid/24807?origin=resultslist,Neurocomputing,2016,3.6100
Neurocomputing,/sourceid/24807?origin=resultslist,Neurocomputing,2015,3.1800
Neurocomputing,/sourceid/24807?origin=resultslist,Neurocomputing,2014,2.9900
Neurocomputing,/sourceid/24807?origin=resultslist,Neurocomputing,2013,2.9500
Neurocomputing,/sourceid/24807?origin=resultslist,Neurocomputing,2012,2.5700
Neurocomputing,/sourceid/24807?origin=resultslist,Neurocomputing,2011,2.6000
web-age information management,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2017,0.9000
web-age information management,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2016,0.6700
web-age information management,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2015,0.3700
web-age information management,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2014,0.4200
web-age information management,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2013,0.4900
web-age information management,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2012,0.4900
web-age information management,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2011,0.4900
international conference on web information systems and technologies,/sourceid/17500155101?origin=resultslist,Lecture Notes in Business Information Processing,2017,0.6000
international conference on web information systems and technologies,/sourceid/17500155101?origin=resultslist,Lecture Notes in Business Information Processing,2016,0.4700
international conference on web information systems and technologies,/sourceid/17500155101?origin=resultslist,Lecture Notes in Business Information Processing,2015,0.3100
international conference on web information systems and technologies,/sourceid/17500155101?origin=resultslist,Lecture Notes in Business Information Processing,2014,0.3300
international conference on web information systems and technologies,/sourceid/17500155101?origin=resultslist,Lecture Notes in Business Information Processing,2013,0.3200
international conference on web information systems and technologies,/sourceid/17500155101?origin=resultslist,Lecture Notes in Business Information Processing,2012,0.3300
international conference on web information systems and technologies,/sourceid/17500155101?origin=resultslist,Lecture Notes in Business Information Processing,2011,0.3200
knowledge discovery and data mining,/sourceid/101510?origin=resultslist,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2016,4.6900
knowledge discovery and data mining,/sourceid/101510?origin=resultslist,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2015,3.0500
knowledge discovery and data mining,/sourceid/101510?origin=resultslist,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2014,2.7700
knowledge discovery and data mining,/sourceid/101510?origin=resultslist,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2013,2.5300
knowledge discovery and data mining,/sourceid/101510?origin=resultslist,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2012,3.5100
knowledge discovery and data mining,/sourceid/101510?origin=resultslist,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2011,3.5400
IEEE Transactions on Knowledge and Data Engineering,/sourceid/17362?origin=resultslist,IEEE Transactions on Knowledge and Data Engineering,2017,5.4500
IEEE Transactions on Knowledge and Data Engineering,/sourceid/17362?origin=resultslist,IEEE Transactions on Knowledge and Data Engineering,2016,5.4000
IEEE Transactions on Knowledge and Data Engineering,/sourceid/17362?origin=resultslist,IEEE Transactions on Knowledge and Data Engineering,2015,4.7600
IEEE Transactions on Knowledge and Data Engineering,/sourceid/17362?origin=resultslist,IEEE Transactions on Knowledge and Data Engineering,2014,4.3200
IEEE Transactions on Knowledge and Data Engineering,/sourceid/17362?origin=resultslist,IEEE Transactions on Knowledge and Data Engineering,2013,4.6100
IEEE Transactions on Knowledge and Data Engineering,/sourceid/17362?origin=resultslist,IEEE Transactions on Knowledge and Data Engineering,2012,4.4500
IEEE Transactions on Knowledge and Data Engineering,/sourceid/17362?origin=resultslist,IEEE Transactions on Knowledge and Data Engineering,2011,3.9300
acm multimedia,/sourceid/4700151918?origin=resultslist,ACM Transactions on Multimedia Computing Communications and Applications,2017,2.6800
acm multimedia,/sourceid/4700151918?origin=resultslist,ACM Transactions on Multimedia Computing Communications and Applications,2016,2.7800
acm multimedia,/sourceid/4700151918?origin=resultslist,ACM Transactions on Multimedia Computing Communications and Applications,2015,1.7400
acm multimedia,/sourceid/4700151918?origin=resultslist,ACM Transactions on Multimedia Computing Communications and Applications,2014,1.6400
acm multimedia,/sourceid/4700151918?origin=resultslist,ACM Transactions on Multimedia Computing Communications and Applications,2013,1.5300
acm multimedia,/sourceid/4700151918?origin=resultslist,ACM Transactions on Multimedia Computing Communications and Applications,2012,1.8800
acm multimedia,/sourceid/4700151918?origin=resultslist,ACM Transactions on Multimedia Computing Communications and Applications,2011,2.5300
Distributed and Parallel Databases,/sourceid/13130?origin=resultslist,Distributed and Parallel Databases,2017,1.3000
Distributed and Parallel Databases,/sourceid/13130?origin=resultslist,Distributed and Parallel Databases,2016,2.1100
Distributed and Parallel Databases,/sourceid/13130?origin=resultslist,Distributed and Parallel Databases,2015,1.7500
Distributed and Parallel Databases,/sourceid/13130?origin=resultslist,Distributed and Parallel Databases,2014,1.9400
Distributed and Parallel Databases,/sourceid/13130?origin=resultslist,Distributed and Parallel Databases,2013,1.7100
Distributed and Parallel Databases,/sourceid/13130?origin=resultslist,Distributed and Parallel Databases,2012,1.4900
Distributed and Parallel Databases,/sourceid/13130?origin=resultslist,Distributed and Parallel Databases,2011,1.4900
IEEE Transactions on Neural Networks,/sourceid/21100235616?origin=resultslist,IEEE Transactions on Neural Networks and Learning Systems,2017,8.9600
IEEE Transactions on Neural Networks,/sourceid/21100235616?origin=resultslist,IEEE Transactions on Neural Networks and Learning Systems,2016,6.4800
IEEE Transactions on Neural Networks,/sourceid/21100235616?origin=resultslist,IEEE Transactions on Neural Networks and Learning Systems,2015,6.3400
IEEE Transactions on Neural Networks,/sourceid/21100235616?origin=resultslist,IEEE Transactions on Neural Networks and Learning Systems,2014,5.7300
IEEE Transactions on Neural Networks,/sourceid/21100235616?origin=resultslist,IEEE Transactions on Neural Networks and Learning Systems,2013,5.5000
computer aided systems theory,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2017,0.9000
computer aided systems theory,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2016,0.6700
computer aided systems theory,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2015,0.3700
computer aided systems theory,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2014,0.4200
computer aided systems theory,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2013,0.4900
computer aided systems theory,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2012,0.4900
computer aided systems theory,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2011,0.4900
Online Information Review,/sourceid/15386?origin=resultslist,Online Information Review,2017,2.0100
Online Information Review,/sourceid/15386?origin=resultslist,Online Information Review,2016,1.7700
Online Information Review,/sourceid/15386?origin=resultslist,Online Information Review,2015,1.6500
Online Information Review,/sourceid/15386?origin=resultslist,Online Information Review,2014,1.5300
Online Information Review,/sourceid/15386?origin=resultslist,Online Information Review,2013,1.9100
Online Information Review,/sourceid/15386?origin=resultslist,Online Information Review,2012,1.5900
Online Information Review,/sourceid/15386?origin=resultslist,Online Information Review,2011,1.7700
industrial and engineering applications of artificial intelligence and expert systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2017,0.9000
industrial and engineering applications of artificial intelligence and expert systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2016,0.6700
industrial and engineering applications of artificial intelligence and expert systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2015,0.3700
industrial and engineering applications of artificial intelligence and expert systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2014,0.4200
industrial and engineering applications of artificial intelligence and expert systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2013,0.4900
industrial and engineering applications of artificial intelligence and expert systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2012,0.4900
industrial and engineering applications of artificial intelligence and expert systems,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2011,0.4900
BMC Medical Informatics and Decision Making,/sourceid/23602?origin=resultslist,BMC Medical Informatics and Decision Making,2017,2.1500
BMC Medical Informatics and Decision Making,/sourceid/23602?origin=resultslist,BMC Medical Informatics and Decision Making,2016,2.2700
BMC Medical Informatics and Decision Making,/sourceid/23602?origin=resultslist,BMC Medical Informatics and Decision Making,2015,2.6300
BMC Medical Informatics and Decision Making,/sourceid/23602?origin=resultslist,BMC Medical Informatics and Decision Making,2014,2.0100
BMC Medical Informatics and Decision Making,/sourceid/23602?origin=resultslist,BMC Medical Informatics and Decision Making,2013,2.0200
BMC Medical Informatics and Decision Making,/sourceid/23602?origin=resultslist,BMC Medical Informatics and Decision Making,2012,2.1400
BMC Medical Informatics and Decision Making,/sourceid/23602?origin=resultslist,BMC Medical Informatics and Decision Making,2011,2.5700
data warehousing and knowledge discovery,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2017,0.9000
data warehousing and knowledge discovery,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2016,0.6700
data warehousing and knowledge discovery,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2015,0.3700
data warehousing and knowledge discovery,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2014,0.4200
data warehousing and knowledge discovery,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2013,0.4900
data warehousing and knowledge discovery,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2012,0.4900
data warehousing and knowledge discovery,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2011,0.4900
Journal of Experimental and Theoretical Artificial Intelligence,/sourceid/24357?origin=resultslist,Journal of Experimental and Theoretical Artificial Intelligence,2017,1.2100
Journal of Experimental and Theoretical Artificial Intelligence,/sourceid/24357?origin=resultslist,Journal of Experimental and Theoretical Artificial Intelligence,2016,1.2800
Journal of Experimental and Theoretical Artificial Intelligence,/sourceid/24357?origin=resultslist,Journal of Experimental and Theoretical Artificial Intelligence,2015,1.3100
Journal of Experimental and Theoretical Artificial Intelligence,/sourceid/24357?origin=resultslist,Journal of Experimental and Theoretical Artificial Intelligence,2014,1.3300
Journal of Experimental and Theoretical Artificial Intelligence,/sourceid/24357?origin=resultslist,Journal of Experimental and Theoretical Artificial Intelligence,2013,0.6800
Journal of Experimental and Theoretical Artificial Intelligence,/sourceid/24357?origin=resultslist,Journal of Experimental and Theoretical Artificial Intelligence,2012,0.4900
Journal of Experimental and Theoretical Artificial Intelligence,/sourceid/24357?origin=resultslist,Journal of Experimental and Theoretical Artificial Intelligence,2011,0.8900
Information Retrieval,/sourceid/15133?origin=resultslist,Information Retrieval,2017,2.1800
Information Retrieval,/sourceid/15133?origin=resultslist,Information Retrieval,2016,2.2500
Information Retrieval,/sourceid/15133?origin=resultslist,Information Retrieval,2015,2.4000
Information Retrieval,/sourceid/15133?origin=resultslist,Information Retrieval,2014,2.1900
Information Retrieval,/sourceid/15133?origin=resultslist,Information Retrieval,2013,2.5800
Information Retrieval,/sourceid/15133?origin=resultslist,Information Retrieval,2012,2.3500
Information Retrieval,/sourceid/15133?origin=resultslist,Information Retrieval,2011,2.3600
national conference on artificial intelligence,/sourceid/78337?origin=resultslist,Proceedings of the National Conference on Artificial Intelligence,2016,0.9700
national conference on artificial intelligence,/sourceid/78337?origin=resultslist,Proceedings of the National Conference on Artificial Intelligence,2015,0.4700
national conference on artificial intelligence,/sourceid/78337?origin=resultslist,Proceedings of the National Conference on Artificial Intelligence,2014,0.3200
national conference on artificial intelligence,/sourceid/78337?origin=resultslist,Proceedings of the National Conference on Artificial Intelligence,2013,0.3300
national conference on artificial intelligence,/sourceid/78337?origin=resultslist,Proceedings of the National Conference on Artificial Intelligence,2012,0.3000
national conference on artificial intelligence,/sourceid/78337?origin=resultslist,Proceedings of the National Conference on Artificial Intelligence,2011,0.4900
human factors in computing systems,/sourceid/31473?origin=resultslist,Conference on Human Factors in Computing Systems - Proceedings,2017,2.9200
human factors in computing systems,/sourceid/31473?origin=resultslist,Conference on Human Factors in Computing Systems - Proceedings,2016,2.8800
human factors in computing systems,/sourceid/31473?origin=resultslist,Conference on Human Factors in Computing Systems - Proceedings,2015,1.5300
human factors in computing systems,/sourceid/31473?origin=resultslist,Conference on Human Factors in Computing Systems - Proceedings,2014,1.4700
human factors in computing systems,/sourceid/31473?origin=resultslist,Conference on Human Factors in Computing Systems - Proceedings,2013,1.2900
human factors in computing systems,/sourceid/31473?origin=resultslist,Conference on Human Factors in Computing Systems - Proceedings,2012,0.8500
human factors in computing systems,/sourceid/31473?origin=resultslist,Conference on Human Factors in Computing Systems - Proceedings,2011,0.9500
rough sets and knowledge technology,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2017,0.9000
rough sets and knowledge technology,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2016,0.6700
rough sets and knowledge technology,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2015,0.3700
rough sets and knowledge technology,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2014,0.4200
rough sets and knowledge technology,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2013,0.4900
rough sets and knowledge technology,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2012,0.4900
rough sets and knowledge technology,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2011,0.4900
International Journal of Information and Communication Technology,/sourceid/17700156776?origin=resultslist,International Journal of Information and Communication Technology,2017,0.3000
International Journal of Information and Communication Technology,/sourceid/17700156776?origin=resultslist,International Journal of Information and Communication Technology,2016,0.3400
International Journal of Information and Communication Technology,/sourceid/17700156776?origin=resultslist,International Journal of Information and Communication Technology,2015,0.2700
International Journal of Information and Communication Technology,/sourceid/17700156776?origin=resultslist,International Journal of Information and Communication Technology,2014,0.1900
International Journal of Information and Communication Technology,/sourceid/17700156776?origin=resultslist,International Journal of Information and Communication Technology,2013,0.2200
International Journal of Information and Communication Technology,/sourceid/17700156776?origin=resultslist,International Journal of Information and Communication Technology,2012,0.3300
International Journal of Information and Communication Technology,/sourceid/17700156776?origin=resultslist,International Journal of Information and Communication Technology,2011,0.3100
international conference on data engineering,/sourceid/58745?origin=resultslist,Proceedings - International Conference on Data Engineering,2017,2.3800
international conference on data engineering,/sourceid/58745?origin=resultslist,Proceedings - International Conference on Data Engineering,2016,2.0700
international conference on data engineering,/sourceid/58745?origin=resultslist,Proceedings - International Conference on Data Engineering,2015,1.7900
international conference on data engineering,/sourceid/58745?origin=resultslist,Proceedings - International Conference on Data Engineering,2014,1.7400
international conference on data engineering,/sourceid/58745?origin=resultslist,Proceedings - International Conference on Data Engineering,2013,1.7500
international conference on data engineering,/sourceid/58745?origin=resultslist,Proceedings - International Conference on Data Engineering,2012,1.5800
international conference on data engineering,/sourceid/58745?origin=resultslist,Proceedings - International Conference on Data Engineering,2011,1.4600
Scientometrics,/sourceid/24222?origin=resultslist,Scientometrics,2017,2.7200
Scientometrics,/sourceid/24222?origin=resultslist,Scientometrics,2016,2.3000
Scientometrics,/sourceid/24222?origin=resultslist,Scientometrics,2015,2.1700
Scientometrics,/sourceid/24222?origin=resultslist,Scientometrics,2014,2.5500
Scientometrics,/sourceid/24222?origin=resultslist,Scientometrics,2013,2.8100
Scientometrics,/sourceid/24222?origin=resultslist,Scientometrics,2012,2.3100
Scientometrics,/sourceid/24222?origin=resultslist,Scientometrics,2011,2.2100
pattern recognition and machine intelligence,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2017,0.9000
pattern recognition and machine intelligence,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2016,0.6700
pattern recognition and machine intelligence,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2015,0.3700
pattern recognition and machine intelligence,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2014,0.4200
pattern recognition and machine intelligence,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2013,0.4900
pattern recognition and machine intelligence,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2012,0.4900
pattern recognition and machine intelligence,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2011,0.4900
Journal of Computer Science and Technology,/sourceid/26132?origin=resultslist,Journal of Computer Science and Technology,2017,1.4100
Journal of Computer Science and Technology,/sourceid/26132?origin=resultslist,Journal of Computer Science and Technology,2016,1.2200
Journal of Computer Science and Technology,/sourceid/26132?origin=resultslist,Journal of Computer Science and Technology,2015,1.1700
Journal of Computer Science and Technology,/sourceid/26132?origin=resultslist,Journal of Computer Science and Technology,2014,1.3400
Journal of Computer Science and Technology,/sourceid/26132?origin=resultslist,Journal of Computer Science and Technology,2013,1.3300
Journal of Computer Science and Technology,/sourceid/26132?origin=resultslist,Journal of Computer Science and Technology,2012,1.1600
Journal of Computer Science and Technology,/sourceid/26132?origin=resultslist,Journal of Computer Science and Technology,2011,1.1500
Engineering Applications of Artificial Intelligence,/sourceid/24182?origin=resultslist,Engineering Applications of Artificial Intelligence,2017,3.7500
Engineering Applications of Artificial Intelligence,/sourceid/24182?origin=resultslist,Engineering Applications of Artificial Intelligence,2016,3.7400
Engineering Applications of Artificial Intelligence,/sourceid/24182?origin=resultslist,Engineering Applications of Artificial Intelligence,2015,3.5100
Engineering Applications of Artificial Intelligence,/sourceid/24182?origin=resultslist,Engineering Applications of Artificial Intelligence,2014,3.5600
Engineering Applications of Artificial Intelligence,/sourceid/24182?origin=resultslist,Engineering Applications of Artificial Intelligence,2013,3.1900
Engineering Applications of Artificial Intelligence,/sourceid/24182?origin=resultslist,Engineering Applications of Artificial Intelligence,2012,3.0000
Engineering Applications of Artificial Intelligence,/sourceid/24182?origin=resultslist,Engineering Applications of Artificial Intelligence,2011,2.8100
Pattern Recognition Letters,/sourceid/24825?origin=resultslist,Pattern Recognition Letters,2017,3.0000
Pattern Recognition Letters,/sourceid/24825?origin=resultslist,Pattern Recognition Letters,2016,2.9000
Pattern Recognition Letters,/sourceid/24825?origin=resultslist,Pattern Recognition Letters,2015,2.8700
Pattern Recognition Letters,/sourceid/24825?origin=resultslist,Pattern Recognition Letters,2014,2.7200
Pattern Recognition Letters,/sourceid/24825?origin=resultslist,Pattern Recognition Letters,2013,2.8600
Pattern Recognition Letters,/sourceid/24825?origin=resultslist,Pattern Recognition Letters,2012,2.5700
Pattern Recognition Letters,/sourceid/24825?origin=resultslist,Pattern Recognition Letters,2011,2.5600
systems man and cybernetics,/sourceid/12952?origin=resultslist,IEEE Transactions on Systems Man and Cybernetics Part A:Systems and Humans,2015,3.3000
systems man and cybernetics,/sourceid/12952?origin=resultslist,IEEE Transactions on Systems Man and Cybernetics Part A:Systems and Humans,2014,3.0000
systems man and cybernetics,/sourceid/12952?origin=resultslist,IEEE Transactions on Systems Man and Cybernetics Part A:Systems and Humans,2013,3.4500
systems man and cybernetics,/sourceid/12952?origin=resultslist,IEEE Transactions on Systems Man and Cybernetics Part A:Systems and Humans,2012,3.8700
systems man and cybernetics,/sourceid/12952?origin=resultslist,IEEE Transactions on Systems Man and Cybernetics Part A:Systems and Humans,2011,3.5100
international symposium on neural networks,/sourceid/96537?origin=resultslist,Proceedings of the International Joint Conference on Neural Networks,2017,0.9600
international symposium on neural networks,/sourceid/96537?origin=resultslist,Proceedings of the International Joint Conference on Neural Networks,2016,0.4600
international symposium on neural networks,/sourceid/96537?origin=resultslist,Proceedings of the International Joint Conference on Neural Networks,2015,0.2600
international symposium on neural networks,/sourceid/96537?origin=resultslist,Proceedings of the International Joint Conference on Neural Networks,2014,0.2600
international symposium on neural networks,/sourceid/96537?origin=resultslist,Proceedings of the International Joint Conference on Neural Networks,2013,0.2600
international symposium on neural networks,/sourceid/96537?origin=resultslist,Proceedings of the International Joint Conference on Neural Networks,2012,0.3400
international symposium on neural networks,/sourceid/96537?origin=resultslist,Proceedings of the International Joint Conference on Neural Networks,2011,0.2600
Journal of Digital Information Management,/sourceid/4800152306?origin=resultslist,Journal of Digital Information Management,2016,0.2400
Journal of Digital Information Management,/sourceid/4800152306?origin=resultslist,Journal of Digital Information Management,2015,0.2100
Journal of Digital Information Management,/sourceid/4800152306?origin=resultslist,Journal of Digital Information Management,2014,0.1500
Journal of Digital Information Management,/sourceid/4800152306?origin=resultslist,Journal of Digital Information Management,2013,0.1900
Journal of Digital Information Management,/sourceid/4800152306?origin=resultslist,Journal of Digital Information Management,2012,0.1500
Journal of Digital Information Management,/sourceid/4800152306?origin=resultslist,Journal of Digital Information Management,2011,0.3500
pacific asia workshop on intelligence and security informatics,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2017,0.9000
pacific asia workshop on intelligence and security informatics,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2016,0.6700
pacific asia workshop on intelligence and security informatics,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2015,0.3700
pacific asia workshop on intelligence and security informatics,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2014,0.4200
pacific asia workshop on intelligence and security informatics,/sourceid/25674?origin=resultslist,Lecture Notes in Computer Science,2013,0.4900
